id_student,code_module,code_presentation,activity_type,sum,count,assessment_type,date,weight,date_submitted,is_banked,score,date_registration,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation_length,study_status,withdrawal_status,assessment_engagement_score,submission_timeliness,score_per_weight,module_engagement_rate,repeat_student,performance_by_registration,banked_assessment_ratio,time_since_registration,weighted_engagement,cumulative_score,engagement_consistency,learning_pace,engagement_dropoff,activity_diversity,improvement_rate,study_method_preference
1958121,CCC,2014J,homepage,5656,1316,CMA,110.75,6.25,114.0,0,94.75,-36.0,F,Scotland,A Level or Equivalent,40-50%,0-35,0.0,60.0,Y,Distinction,269.0,finished,didn't withdraw,25379.0,3.25,15.79861111111111,0.7509293680297399,0.0,-2.707142857142857,0.0,146.75,158618.75,1369.5,363.5377610423761,7.071428571428571,39.629629629629626,7.0,0.4074074074074074,Offline Content
1960479,CCC,2014J,forumng,7108,2744,CMA,110.75,6.25,114.0,0,73.25,-44.0,M,Scotland,A Level or Equivalent,10-20,35-55,0.0,30.0,Y,Pass,269.0,finished,didn't withdraw,21628.444444444445,3.25,11.572916666666666,0.7339942172655927,0.0,-1.7034883720930232,0.0,154.75,135177.77777777778,1351.0,168.7067522477042,5.5,13.742857142857142,9.0,0.5428571428571428,Offline Content
1961652,FFF,2014B,homepage,794,184,TMA,38.0,12.5,34.1,0,55.0,-102.7,F,South West Region,Lower Than A Level,70-80%,0-35,0.1,198.0,N,Withdrawn,243.8,unfinished,normal withdrawal,851.4,-3.9,4.074074074074074,0.16455752826667078,0.1,-0.5408496732026143,0.1,140.7,10642.5,582.0,62.588127342256584,-1.25,11.052631578947368,9.0,-0.9473684210526315,Offline Content
1961938,CCC,2014J,forumng,23336,8280,CMA,118.625,12.5,118.625,0,96.125,2.0,M,London Region,HE Qualification,80-90%,35-55,0.0,30.0,N,Distinction,269.0,finished,didn't withdraw,98417.125,0.0,11.164704106280194,1.3554832713754645,0.0,32.041666666666664,0.0,116.625,1230214.0625,3128.375,404.20769060330497,2.90625,16.285714285714285,8.0,-0.031746031746031744,Collaborative
1962049,FFF,2014J,dataplus,101520,20256,CMA,182.66666666666666,8.333333333333334,122.33333333333333,0,75.83333333333333,-67.0,M,South Region,A Level or Equivalent,90-100%,35-55,0.0,90.0,N,Pass,269.0,finished,didn't withdraw,213749.2857142857,-60.333333333333336,50.67604463437797,2.246415294742432,0.0,-1.148989898989899,0.0,249.66666666666666,1781244.0476190476,6442.083333333333,1065.4420304614125,0.9047619047619048,24.059880239520957,14.0,-0.1497005988023952,Interactive
1962062,FFF,2014J,forumng,8994,2148,TMA,131.33333333333334,12.5,72.5,0,80.66666666666667,-21.0,M,Scotland,HE Qualification,30-40%,35-55,1.0,120.0,N,Fail,269.0,finished,didn't withdraw,8753.727272727272,-58.833333333333336,29.622032288698957,0.506590064210882,1.0,-4.033333333333333,0.0,152.33333333333334,109421.59090909091,2696.5,156.44144104272524,1.0757575757575757,7.2,11.0,0.046153846153846156,Interactive
1962128,FFF,2013J,homepage,754,312,TMA,34.25,12.5,20.75,0,59.0,-27.75,F,Scotland,A Level or Equivalent,30-40%,35-55,0.25,120.0,N,Withdrawn,261.25,unfinished,late withdrawal,879.5833333333334,-13.5,4.37037037037037,0.11771407485394604,0.25,-2.4809907834101383,0.25,62.0,10994.791666666666,754.0,40.96330984702272,-0.7916666666666666,4.869565217391305,9.0,-2.869565217391304,Offline Content
1962854,DDD,2013B,externalquiz,9186,4578,TMA,88.58333333333333,18.166666666666668,76.75,0,77.16666666666667,-43.0,M,London Region,A Level or Equivalent,90-100%,35-55,0.5,60.0,N,Pass,240.5,finished,didn't withdraw,7456.277777777777,-11.833333333333334,9.255249953415358,0.35357403565391116,0.5,-2.4814814814814814,0.25,131.58333333333334,147030.6851851852,4260.416666666667,86.15947323806266,1.9351851851851851,2.841121495327103,10.0,0.056074766355140186,Collaborative
1963287,BBB,2013J,forumng,126,60,CMA,36.5,3.0,38.0,0,59.5,-53.0,F,West Midlands Region,No Formal quals,0-10%,0-35,0.0,60.0,N,Fail,268.0,finished,didn't withdraw,44.857142857142854,1.5,19.916666666666668,0.033582089552238806,0.0,-1.144230769230769,0.0,89.5,134.57142857142858,446.5,4.9923017660270625,-2.5714285714285716,1.0769230769230769,7.0,-0.07692307692307694,Offline Content
1963677,DDD,2013J,externalquiz,5082,2716,TMA,131.71428571428572,28.571428571428573,123.85714285714286,0,71.14285714285714,-17.0,M,North Western Region,Lower Than A Level,0-10%,0-35,0.0,60.0,Y,Pass,261.0,finished,didn't withdraw,5805.444444444444,-7.857142857142857,4.028491449990742,0.3090676883780332,0.0,-4.446428571428571,0.0,148.71428571428572,165869.84126984127,2302.714285714286,72.55342858886824,3.4285714285714284,3.3870967741935485,9.0,-0.5,Collaborative
1966591,FFF,2013B,dataplus,70776,15132,CMA,167.16666666666666,8.333333333333334,91.75,0,88.66666666666667,-23.0,M,Scotland,HE Qualification,80-90%,35-55,0.0,60.0,N,Distinction,240.0,finished,didn't withdraw,121930.0,-75.41666666666667,54.40147198480532,1.8903846153846153,0.0,-4.03030303030303,0.0,190.16666666666666,1016083.3333333334,6968.083333333333,832.9801036649895,0.9230769230769231,20.43225806451613,13.0,-0.03870967741935484,Interactive
1966597,CCC,2014J,forumng,2409,594,CMA,99.66666666666667,5.666666666666667,103.0,0,62.0,-71.0,M,South Region,Lower Than A Level,70-80%,35-55,0.0,30.0,N,Withdrawn,269.0,unfinished,late withdrawal,6603.857142857143,3.3333333333333335,13.032407407407407,0.42644715878916617,0.0,-0.8857142857142858,0.0,170.66666666666666,37421.857142857145,698.3333333333334,148.06523658750652,9.428571428571429,21.65,7.0,-2.45,Offline Content
1967783,AAA,2014J,dataplus,10855,3045,TMA,114.2,20.0,111.8,0,65.0,-129.0,F,South Region,A Level or Equivalent,70-80%,35-55,0.0,60.0,Y,Pass,269.0,finished,didn't withdraw,62734.0,-2.4,3.5108225108225106,1.152947424322889,0.0,-0.5078125,0.0,243.2,1254680.0,1175.2,392.12934112109906,5.6571428571428575,32.0,7.0,-0.2352941176470588,Informational
1967937,BBB,2014B,forumng,450,183,TMA,44.666666666666664,8.0,46.333333333333336,0,86.33333333333333,-32.0,M,South East Region,HE Qualification,90-100%,35-55,0.0,60.0,N,Fail,234.0,finished,didn't withdraw,238.71428571428572,1.6666666666666667,22.687134502923975,0.09157509157509157,0.0,-2.78494623655914,0.0,76.66666666666667,1909.7142857142858,958.3333333333334,15.73077057416905,-1.8571428571428572,2.2,7.0,-1.3,Offline Content
1968757,DDD,2013B,externalquiz,15496,6773,CMA,118.61538461538461,14.23076923076923,119.92307692307692,0,59.46153846153846,-23.0,M,North Western Region,HE Qualification,50-60%,35-55,0.0,60.0,N,Pass,240.0,finished,didn't withdraw,11800.0,1.3076923076923077,9.752107618648097,0.4515151515151515,0.0,-2.702797202797203,0.0,141.6153846153846,167923.07692307694,4310.0,121.29161376526544,1.4405594405594406,2.5211267605633805,11.0,0.11971830985915491,Collaborative
1969407,CCC,2014B,homepage,2240,588,CMA,107.25,6.25,109.25,0,62.75,-22.0,M,East Anglian Region,HE Qualification,90-100%,55<=,0.0,30.0,N,Fail,241.0,finished,didn't withdraw,4493.0,2.0,11.152777777777779,0.38727524204702624,0.0,-2.9880952380952386,0.0,129.25,28081.25,802.5,147.54414716388735,7.875,17.73913043478261,6.0,-1.9130434782608698,Offline Content
1969985,GGG,2013J,forumng,5512,1680,CMA,208.875,0.0,171.0,0,77.5,-37.0,F,London Region,Lower Than A Level,10-20,35-55,0.0,30.0,Y,Pass,261.0,finished,didn't withdraw,4802.428571428572,-37.875,77.5,0.3771209633278599,0.0,-2.1527777777777777,0.0,245.875,0.0,2201.875,95.87394321197492,1.1607142857142858,4.109090909090909,7.0,0.09090909090909091,Collaborative
1970390,AAA,2013J,dataplus,73795,14870,TMA,114.2,20.0,66.5,0,83.6,-112.8125,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0.4375,86.25,N,Withdrawn,268.4375,unfinished,late withdrawal,475944.0,-47.7,4.410501326630358,3.438792619153304,0.4375,-0.7494436084270553,0.4375,227.0125,9518880.0,3387.0,1412.4953217688853,-0.275,62.11392405063291,9.0,0.025316455696202535,Collaborative
1971393,BBB,2013B,forumng,12419,3718,TMA,112.54545454545455,9.090909090909092,112.0,0,83.27272727272727,-89.0,F,West Midlands Region,Lower Than A Level,30-40%,35-55,0.0,60.0,N,Pass,240.0,finished,didn't withdraw,16551.5,-0.5454545454545454,21.573365231259967,0.5880208333333333,0.0,-0.9462809917355373,0.0,201.54545454545453,150468.18181818182,3701.2727272727275,206.65284413359942,1.3863636363636365,7.022988505747126,8.0,-0.10344827586206896,Collaborative
1972092,FFF,2014J,dataplus,119172,18888,CMA,182.66666666666666,8.333333333333334,134.5,0,67.25,-126.0,M,South East Region,Lower Than A Level,80-90%,35-55,0.0,60.0,N,Pass,269.0,finished,didn't withdraw,218559.0,-48.166666666666664,39.478157644824314,2.4612143742255266,0.0,-0.538,0.0,308.6666666666667,1821325.0,6080.75,1169.8802956479144,1.0333333333333334,25.608938547486034,15.0,0.05586592178770949,Interactive
1972832,BBB,2014J,forumng,2640,940,TMA,107.2,20.0,109.2,0,58.8,-42.0,F,Wales,A Level or Equivalent,80-90%,0-35,0.0,120.0,N,Distinction,262.0,finished,didn't withdraw,2424.3333333333335,2.0,3.2087301587301584,0.22391857506361323,0.0,-1.4341463414634146,0.0,149.2,48486.666666666664,1329.0,58.92020798580832,4.088888888888889,3.704545454545455,9.0,1.5681818181818181,Informational
1974271,FFF,2013B,forumng,13512,3060,CMA,167.16666666666666,8.333333333333334,165.41666666666666,0,74.41666666666667,-94.0,M,South East Region,A Level or Equivalent,30-40%,35-55,0.0,90.0,N,Pass,240.0,finished,didn't withdraw,4970.0,-1.75,43.19337606837607,0.4691666666666666,0.0,-0.800179211469534,0.0,261.1666666666667,41416.666666666664,4497.75,173.61864903897177,-0.425,4.957983193277311,10.0,0.04201680672268908,Collaborative
1975209,AAA,2014J,forumng,13770,3260,TMA,114.2,20.0,111.4,0,64.0,-74.0,M,South East Region,Lower Than A Level,40-50%,35-55,0.0,60.0,N,Pass,269.0,finished,didn't withdraw,70284.14285714286,-2.8,3.3347297863426895,1.4625597450876262,0.0,-0.8767123287671232,0.0,188.2,1405682.857142857,1146.6,513.204138131171,5.571428571428571,44.529411764705884,7.0,0.35294117647058826,Informational
1976139,AAA,2013J,dataplus,4864,1416,TMA,101.25,20.0,100.0,0,67.25,-195.0,M,Ireland,Lower Than A Level,50-60%,35-55,0.0,120.0,N,Pass,268.0,finished,didn't withdraw,29433.428571428572,-1.25,3.860459433040078,0.6481876332622603,0.0,-0.34664948453608246,0.0,296.25,588668.5714285715,988.0,286.1533980154127,7.035714285714286,30.55555555555556,7.0,-1.2962962962962963,Offline Content
1976350,DDD,2013B,forumng,11788,4962,TMA,97.65753424657534,19.123287671232877,106.95205479452055,0,79.96575342465754,-16.47945205479452,M,Wales,A Level or Equivalent,70-80%,35-55,0.0,75.20547945205479,N,Pass,246.9041095890411,finished,didn't withdraw,6242.328767123287,9.294520547945206,10.19925092030932,0.3251806038301642,0.0,-5.264041095890411,0.0,114.13698630136986,123927.56164383562,5820.2054794520545,106.25175404926318,1.0616438356164384,3.6413793103448278,13.0,-0.18620689655172415,Collaborative
1977701,GGG,2014J,forumng,4905,1710,CMA,192.44444444444446,0.0,162.0,0,77.77777777777777,-34.0,F,South Region,Lower Than A Level,50-60%,35-55,0.0,30.0,N,Pass,269.0,finished,didn't withdraw,3037.8571428571427,-30.444444444444443,77.77777777777777,0.2894317578332448,0.0,-2.3569023569023573,0.0,226.44444444444446,0.0,2503.8888888888887,82.13440148825644,1.1587301587301588,4.161290322580645,7.0,-0.24193548387096775,Collaborative
1980822,FFF,2013J,folder,20280,4716,CMA,176.5,8.333333333333334,126.41666666666667,0,77.25,-106.0,F,Scotland,Lower Than A Level,80-90%,0-35,1.0,60.0,N,Pass,268.0,finished,didn't withdraw,12238.0,-50.083333333333336,47.9616571699905,0.6305970149253731,1.0,-0.7357142857142858,0.0,282.5,101983.33333333333,4679.166666666667,232.60194295307642,0.5666666666666667,6.352941176470588,10.0,0.008403361344537815,Collaborative
1981053,FFF,2013J,forumng,5964,1750,TMA,143.0,10.714285714285714,67.14285714285714,0,79.85714285714286,-22.0,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0.0,120.0,Y,Withdrawn,268.0,unfinished,late withdrawal,3923.6666666666665,-75.85714285714286,36.913512413512414,0.35323383084577115,0.0,-3.8027210884353737,0.0,165.0,42039.28571428572,2561.0,92.02769569099048,1.6984126984126984,3.838709677419355,9.0,-0.27419354838709675,Collaborative
1982166,FFF,2013J,forumng,85596,22328,CMA,159.1375,9.583333333333334,109.69166666666666,0,84.92083333333333,-58.6,M,South Region,A Level or Equivalent,40-50%,35-55,0.0,60.0,N,Distinction,268.3,finished,didn't withdraw,87702.06666666667,-49.44583333333333,38.76027048753045,1.330056733063308,0.0,-1.4762129547031422,0.0,217.7375,750105.8333333334,9920.5625,558.5506296279152,0.6208333333333333,9.309623430962343,14.0,0.08368200836820083,Interactive
1982833,DDD,2013J,externalquiz,2396,1212,TMA,72.25,15.0,72.5,0,76.25,-38.0,M,Wales,HE Qualification,80-90%,35-55,0.0,60.0,N,Fail,261.0,finished,didn't withdraw,3818.0,0.25,5.31945906945907,0.22950191570881223,0.0,-2.060810810810811,0.0,110.25,57270.0,1579.5,63.33703093119764,2.45,4.769230769230769,10.0,-1.0,Offline Content
1982845,DDD,2013B,externalquiz,8106,4564,CMA,118.42857142857143,14.285714285714286,120.35714285714286,0,76.64285714285714,-16.0,F,South East Region,HE Qualification,60-70%,35-55,1.0,90.0,N,Pass,240.0,finished,didn't withdraw,6512.0,1.9285714285714286,12.305496116088198,0.3015625,1.0,-5.109523809523809,0.0,134.42857142857142,93028.57142857143,4366.928571428572,77.69252459779113,1.8214285714285714,2.135135135135135,8.0,-0.21621621621621623,Collaborative
1983921,FFF,2013J,dataplus,31452,6612,CMA,176.5,8.333333333333334,166.41666666666666,0,64.75,-30.0,M,North Western Region,A Level or Equivalent,60-70%,35-55,0.0,120.0,N,Pass,268.0,finished,didn't withdraw,21205.076923076922,-10.083333333333334,43.18364197530864,0.7522962112514352,0.0,-2.2327586206896552,0.0,206.5,176708.97435897434,5114.666666666667,337.5986252368137,-0.28846153846153844,7.870967741935485,13.0,-0.23870967741935487,Interactive
1984169,FFF,2014B,forumng,154,66,TMA,24.0,12.5,23.0,0,74.0,-64.0,M,Scotland,HE Qualification,50-60%,35-55,0.0,60.0,N,Withdrawn,241.0,unfinished,normal withdrawal,225.88888888888889,-1.0,5.481481481481482,0.07100046104195482,0.0,-1.1746031746031746,0.0,88.0,2823.6111111111113,370.0,17.779513804126115,0.0,6.375,9.0,0.0,Offline Content
1986081,CCC,2014J,forumng,571,120,CMA,18.0,2.0,21.0,0,44.0,-28.0,F,South West Region,A Level or Equivalent,60-70%,35-55,0.0,60.0,N,Withdrawn,269.0,unfinished,late withdrawal,4293.166666666667,3.0,14.666666666666666,0.3537794299876084,0.0,-1.6296296296296295,0.0,46.0,8586.333333333334,154.0,172.66084288762946,0.0,87.59999999999998,6.0,0.0,Offline Content
1986180,DDD,2014J,externalquiz,2862,1494,TMA,95.83333333333333,16.666666666666668,91.16666666666667,0,49.666666666666664,-29.0,M,Ireland,Post Graduate Qualification,0-10%,35-55,0.0,60.0,N,Pass,262.0,finished,didn't withdraw,2592.0,-4.666666666666667,4.291763791763792,0.20229007633587787,0.0,-1.773809523809524,0.0,124.83333333333333,43200.0,1389.6666666666667,51.95062968365544,3.2777777777777777,3.018867924528302,9.0,-0.4528301886792453,Collaborative
1986370,DDD,2014B,externalquiz,5828,1988,TMA,67.0,15.0,67.25,0,72.75,-27.0,F,Scotland,HE Qualification,80-90%,35-55,0.0,60.0,N,Withdrawn,241.0,unfinished,late withdrawal,19255.666666666668,0.25,4.905548405548405,0.6717381281696635,0.0,-2.798076923076923,0.0,94.0,288835.0,1351.5,199.44691778985458,2.5833333333333335,15.085714285714285,9.0,-0.5714285714285714,Offline Content
1989014,BBB,2014J,forumng,13935,3570,TMA,107.2,20.0,98.4,0,66.4,-51.0,F,Scotland,HE Qualification,60-70%,35-55,0.0,60.0,N,Pass,262.0,finished,didn't withdraw,43852.1,-8.8,22.101298701298703,1.0637404580152672,0.0,-1.3279999999999998,0.0,158.2,877042.0,1702.4,394.01493030864003,3.76,27.61224489795918,10.0,-0.6122448979591837,Informational
1990127,FFF,2013B,dataplus,30504,4884,CMA,167.16666666666666,8.333333333333334,159.33333333333334,0,71.25,-78.0,F,West Midlands Region,A Level or Equivalent,30-40%,35-55,0.0,60.0,N,Pass,240.0,finished,didn't withdraw,17452.75,-7.833333333333333,44.61479107312441,0.8826388888888889,0.0,-0.9253246753246752,0.0,245.16666666666666,145439.58333333334,5189.083333333333,353.5201995198175,-0.013888888888888888,7.79020979020979,12.0,-0.3356643356643357,Collaborative
1990650,BBB,2013J,forumng,55,23,TMA,19.0,5.0,19.0,0,77.0,-84.0,F,Scotland,Lower Than A Level,40-50%,0-35,3.0,120.0,N,Fail,268.0,finished,didn't withdraw,44.0,0.0,12.833333333333334,0.034203980099502485,1.0,-0.927710843373494,0.0,103.0,220.0,269.5,8.207719943240429,0.0,4.4,6.0,0.0,Offline Content
1991399,CCC,2014J,forumng,19444,7162,TMA,110.2280701754386,14.035087719298245,112.20175438596492,0,92.94736842105263,-39.578947368421055,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0.0,120.0,N,Distinction,266.42105263157896,finished,didn't withdraw,14562.771929824561,1.9736842105263157,9.545990089239517,0.6399224742522613,0.0,-2.4310995512035904,0.0,149.80701754385964,205786.84210526315,5402.973684210527,140.99884108528428,1.5263157894736843,3.8761061946902653,9.0,-0.1504424778761062,Collaborative
1991903,EEE,2013J,dualpane,4172,924,TMA,96.0,25.0,95.25,0,89.25,-182.0,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0.0,30.0,N,Pass,268.0,finished,didn't withdraw,6974.333333333333,-0.75,3.594827586206897,0.4324212271973466,0.0,-0.49309392265193375,0.0,278.0,174358.33333333334,1648.25,155.0037377941536,3.5,13.771428571428572,9.0,0.2,Offline Content
1992145,FFF,2013J,dataplus,70584,14376,CMA,176.5,8.333333333333334,139.16666666666666,0,69.0,-84.0,M,Scotland,A Level or Equivalent,60-70%,35-55,1.0,90.0,N,Pass,268.0,finished,didn't withdraw,95664.92857142857,-37.333333333333336,43.04736467236467,1.5676972281449895,1.0,-0.8313253012048194,0.0,260.5,797207.7380952381,5838.583333333333,664.7984367502382,0.9404761904761905,14.473053892215571,14.0,0.09580838323353295,Interactive
1993672,BBB,2013B,forumng,2611,509,TMA,32.81578947368421,2.3684210526315788,23.63157894736842,0,49.473684210526315,-56.05263157894737,F,West Midlands Region,Lower Than A Level,0-10%,35-55,3.789473684210526,60.0,Y,Withdrawn,254.94736842105263,unfinished,late withdrawal,4233.763157894737,-9.18421052631579,28.42105263157895,0.2776851729700233,1.0,-1.180267085624509,0.3684210526315789,88.86842105263158,11999.052631578947,756.3157894736842,163.73328805081672,-1.0789473684210527,19.675675675675677,10.0,2.1621621621621623,Informational
1993905,GGG,2013J,forumng,20466,6138,CMA,192.44444444444446,0.0,145.77777777777777,0,88.33333333333333,-49.0,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0.0,30.0,N,Pass,261.0,finished,didn't withdraw,60514.142857142855,-46.666666666666664,88.33333333333333,1.244663382594417,0.0,-1.8402777777777777,0.0,241.44444444444446,0.0,2838.8888888888887,313.903820134338,1.1746031746031746,13.064516129032258,7.0,0.0,Collaborative
1993955,EEE,2013J,dualpane,3372,936,TMA,96.0,25.0,101.75,0,70.75,-15.0,M,Ireland,HE Qualification,0-10%,35-55,0.0,60.0,N,Pass,268.0,finished,didn't withdraw,4225.3,5.75,2.987322515212982,0.31455223880597016,0.0,-5.053571428571429,0.0,111.0,105632.5,1467.75,104.18627302662999,3.075,9.282051282051283,10.0,-0.9743589743589742,Offline Content
1994385,CCC,2014J,forumng,484,135,CMA,18.0,2.0,21.0,0,78.0,-119.0,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0.0,60.0,N,Withdrawn,269.0,unfinished,normal withdrawal,2281.285714285714,3.0,26.0,0.257036643653744,0.0,-0.6610169491525424,0.0,137.0,4562.571428571428,312.0,69.16749856068859,0.0,30.0,7.0,0.0,Offline Content
1994610,EEE,2013J,dualpane,4862,912,TMA,50.5,22.0,47.0,0,89.5,-25.0,F,North Region,HE Qualification,10-20,35-55,0.0,30.0,N,Withdrawn,268.0,unfinished,late withdrawal,38900.125,-3.5,4.193711967545639,1.1338619402985075,0.0,-3.7291666666666665,0.0,75.5,855802.75,761.5,418.01832097010606,2.25,83.93333333333334,8.0,-0.2,Offline Content
1994632,GGG,2014B,forumng,5958,1737,CMA,186.22222222222223,0.0,154.77777777777777,0,88.66666666666667,-140.0,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0.0,30.0,Y,Pass,241.0,finished,didn't withdraw,5026.166666666667,-31.444444444444443,88.66666666666667,0.45781466113416325,0.0,-0.6378896882494004,0.0,326.22222222222223,0.0,2465.222222222222,100.66720812882828,1.3148148148148149,5.60377358490566,6.0,-0.5283018867924528,Collaborative
1995177,FFF,2014J,dataplus,62148,13788,CMA,182.66666666666666,8.333333333333334,104.16666666666667,0,88.58333333333333,-53.0,M,West Midlands Region,HE Qualification,70-80%,0-35,0.0,120.0,N,Distinction,269.0,finished,didn't withdraw,78929.35714285714,-78.5,53.059829059829056,1.375199150292087,0.0,-1.703525641025641,0.0,235.66666666666666,657744.6428571428,7484.5,592.3310448758326,0.9285714285714286,12.35928143712575,14.0,0.0,Interactive
1995239,EEE,2013J,dualpane,7461,1713,TMA,75.0,24.0,77.0,0,82.0,-60.0,M,North Region,Lower Than A Level,10-20,35-55,0.0,60.0,N,Fail,268.0,finished,didn't withdraw,38195.9,2.0,3.5659229208924947,0.9279850746268657,0.0,-1.3898305084745763,0.0,135.0,916701.6,1277.6666666666667,382.18592243873246,3.033333333333333,42.793103448275865,10.0,-0.6896551724137931,Offline Content
1995532,EEE,2013J,dualpane,3608,980,TMA,96.0,25.0,95.75,0,90.0,-31.0,M,Ireland,Post Graduate Qualification,0-10%,35-55,0.0,60.0,N,Distinction,268.0,finished,didn't withdraw,5515.111111111111,-0.25,3.6572008113590266,0.3739635157545605,0.0,-3.0,0.0,127.0,137877.77777777778,1665.25,125.11734174905253,3.5,11.971428571428572,9.0,-0.057142857142857134,Offline Content
1997164,FFF,2013B,forumng,89676,14792,CMA,151.77272727272728,9.545454545454545,152.13181818181818,0,90.35,-22.69090909090909,M,Ireland,Post Graduate Qualification,0-10%,35-55,0.7090909090909091,102.54545454545455,N,Pass,240.29090909090908,finished,didn't withdraw,75292.27272727272,0.35909090909090907,41.3274249743815,1.6975396076952094,0.7090909090909091,-4.955135566188197,0.0,174.46363636363637,641407.2727272727,10003.445454545454,752.6840979229506,0.6636363636363637,14.73972602739726,13.0,0.0,Interactive
1997796,BBB,2013B,forumng,5698,2618,TMA,112.54545454545455,9.090909090909092,115.63636363636364,0,88.0,-22.0,F,North Region,A Level or Equivalent,10-20,35-55,0.0,60.0,N,Distinction,240.0,finished,didn't withdraw,4804.714285714285,3.090909090909091,24.220893141945776,0.30833333333333335,0.0,-4.19047619047619,0.0,134.54545454545453,43679.22077922078,3447.818181818182,73.1420751544194,1.6363636363636365,2.5657894736842106,7.0,-0.18421052631578946,Collaborative
1998790,BBB,2013J,forumng,1592,656,CMA,97.75,7.875,99.125,0,78.875,-51.0,M,Wales,A Level or Equivalent,30-40%,35-55,0.0,60.0,N,Fail,268.0,finished,didn't withdraw,554.7142857142857,1.375,25.408991228070175,0.10607675906183368,0.0,-1.5775000000000001,0.0,148.75,4368.375,2280.5,27.458965843505563,1.3392857142857142,1.2181818181818183,7.0,-0.9090909090909091,Collaborative
1998834,FFF,2014J,forumng,14630,4433,CMA,186.9090909090909,6.818181818181818,160.45454545454547,0,81.0,-78.0,M,South Region,A Level or Equivalent,50-60%,0-35,0.0,80.0,N,Pass,269.0,finished,didn't withdraw,9905.8,-26.454545454545453,58.557627557627555,0.4944237918215614,0.0,-1.051948051948052,0.0,264.90909090909093,67539.54545454546,4529.409090909091,170.49829830461843,1.6636363636363636,4.715596330275229,10.0,-0.48623853211009177,Collaborative
1999952,FFF,2014B,dataplus,36180,9120,CMA,171.0,8.333333333333334,121.91666666666667,0,80.08333333333333,-34.0,M,Scotland,HE Qualification,80-90%,35-55,0.0,60.0,N,Pass,241.0,finished,didn't withdraw,35328.666666666664,-49.083333333333336,49.19242640075973,1.04253112033195,0.0,-2.4267676767676765,0.0,205.0,294405.55555555556,5813.916666666667,361.4864707447133,0.7916666666666666,8.552447552447552,12.0,-0.05594405594405595,Interactive
2000491,FFF,2013B,dataplus,41016,6456,CMA,167.16666666666666,8.333333333333334,108.83333333333333,0,79.25,-65.0,M,London Region,Lower Than A Level,20-30%,35-55,0.0,90.0,N,Pass,240.0,finished,didn't withdraw,21662.923076923078,-58.333333333333336,52.92640075973409,1.0955128205128206,0.0,-1.23828125,0.0,232.16666666666666,180524.35897435897,6266.916666666667,426.9060716886856,1.0705128205128205,8.35483870967742,13.0,-0.3032258064516129,Interactive
2001102,DDD,2014B,externalquiz,5940,2288,TMA,67.0,15.0,70.25,0,37.75,-24.0,F,Wales,Lower Than A Level,50-60%,35-55,1.0,120.0,Y,Withdrawn,241.0,unfinished,late withdrawal,19477.0,3.25,2.5945360945360942,0.6846473029045643,1.0,-1.641304347826087,0.0,91.0,292155.0,705.5,149.75255781264164,2.7777777777777777,14.142857142857142,9.0,-0.5714285714285714,Offline Content
2001461,DDD,2014J,externalquiz,5682,2748,TMA,95.83333333333333,16.666666666666668,96.16666666666667,0,63.166666666666664,-4.0,F,London Region,Lower Than A Level,40-50%,35-55,0.0,60.0,N,Pass,262.0,finished,didn't withdraw,9809.375,0.3333333333333333,5.476301476301476,0.4518129770992367,0.0,-21.055555555555554,0.0,99.83333333333333,163489.58333333334,1578.0,88.93402407570385,3.6666666666666665,5.340425531914893,8.0,-1.2765957446808511,Collaborative
2001665,FFF,2013B,dataplus,31801,8690,CMA,162.1818181818182,9.090909090909092,120.81818181818181,0,79.54545454545455,-263.0,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0.0,60.0,N,Pass,240.0,finished,didn't withdraw,29177.384615384617,-41.36363636363637,47.053872053872055,0.926602564102564,0.0,-0.3036086051353227,0.0,425.1818181818182,265248.9510489511,5730.909090909091,342.77672943261484,0.7902097902097902,8.922535211267606,13.0,0.04929577464788732,Interactive
2001687,BBB,2013J,forumng,5140,1930,CMA,122.6,8.2,123.6,0,77.7,-29.0,F,South Region,A Level or Equivalent,40-50%,35-55,0.0,60.0,Y,Pass,268.0,finished,didn't withdraw,4193.142857142857,1.0,22.839473684210528,0.27398720682302774,0.0,-2.775,0.0,151.6,34383.77142857143,2774.7,88.34362610450133,2.157142857142857,4.028985507246377,7.0,-0.3333333333333333,Collaborative
2002046,BBB,2013J,forumng,5310,2780,CMA,111.4,8.2,112.0,0,82.4,-15.0,F,South West Region,A Level or Equivalent,40-50%,35-55,0.0,120.0,N,Pass,268.0,finished,didn't withdraw,6608.714285714285,0.6,24.876315789473683,0.2830490405117271,0.0,-5.885714285714286,0.0,126.4,54191.45714285714,2939.1,85.50689195280442,1.5571428571428572,3.0,7.0,-0.34782608695652173,Collaborative
